candidate_id,rank,final_score,semantic_score,title_score,career_score,assessment_score,skill_trust_score,retrieval_score,behavioral_multiplier,reasoning
CAND_0081686,1,0.924575,92.4575,35.0000,24.0741,12.8850,9.1543,11.3442,1.1500,Search Engineer | 6.0 yrs exp | 3 AI role(s) in career | assess=12.9 | resp_rate=0.91 | mult=1.150
CAND_0074225,84,0.797212,79.7212,35.0000,23.1481,8.7750,9.0747,3.7233,1.1500,Machine Learning Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=8.8 | resp_rate=0.91 | mult=1.150
CAND_0032515,85,0.796394,80.8717,35.0000,24.0741,7.7550,8.7493,5.2933,1.1325,Machine Learning Engineer | 5.1 yrs exp | 3 AI role(s) in career | assess=7.8 | resp_rate=0.54 | mult=1.133
CAND_0050146,86,0.796048,82.2674,35.0000,23.1481,10.0272,7.2210,6.8710,1.1128,AI Research Engineer | 3.2 yrs exp | 2 AI role(s) in career | assess=10.0 | resp_rate=0.50 | mult=1.113
CAND_0015478,87,0.795442,79.5442,35.0000,23.1481,10.1975,7.5918,3.6068,1.1500,ML Engineer | 3.6 yrs exp | 2 AI role(s) in career | assess=10.2 | resp_rate=0.66 | mult=1.150
CAND_0073556,88,0.795000,84.0644,35.0000,23.1481,11.7150,8.3434,5.8578,1.0876,AI Research Engineer | 4.4 yrs exp | 2 AI role(s) in career | assess=11.7 | resp_rate=0.70 | mult=1.088
CAND_0083307,89,0.794691,80.5838,35.0000,25.0000,0.0000,8.8764,11.7074,1.1341,Search Engineer | 7.8 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.134
CAND_0056058,90,0.794224,79.7720,35.0000,23.1481,11.5200,7.7174,2.3865,1.1450,Junior ML Engineer | 3.4 yrs exp | 2 AI role(s) in career | assess=11.5 | resp_rate=0.81 | mult=1.145
CAND_0024466,91,0.793161,88.1988,35.0000,23.1481,11.2500,8.9233,9.8774,1.0342,Search Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.2 | resp_rate=0.47 | mult=1.034
CAND_0077285,92,0.792649,79.2649,35.0000,24.0741,0.0000,9.2408,10.9500,1.1500,Recommendation Systems Engineer | 5.5 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.150
CAND_0007009,93,0.791318,79.1318,35.0000,24.0741,0.0000,8.7077,11.3500,1.1500,Recommendation Systems Engineer | 7.9 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.62 | mult=1.150
CAND_0053695,94,0.791122,79.1122,35.0000,24.0741,0.0000,8.9772,11.0609,1.1500,Recommendation Systems Engineer | 5.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.60 | mult=1.150
CAND_0083879,95,0.790818,81.0510,35.0000,22.7721,9.4650,8.9666,4.8473,1.1221,Machine Learning Engineer | 7.1 yrs exp | 3 AI role(s) in career | assess=9.5 | resp_rate=0.47 | mult=1.122
CAND_0024990,96,0.790505,79.0505,35.0000,23.1481,11.5200,7.0305,2.3518,1.1500,Junior ML Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.5 | resp_rate=0.83 | mult=1.150
CAND_0080315,97,0.790460,84.0464,35.0000,23.1481,11.4343,8.1873,6.2767,1.0816,AI Research Engineer | 4.1 yrs exp | 2 AI role(s) in career | assess=11.4 | resp_rate=0.29 | mult=1.082
CAND_0010770,98,0.790407,79.0407,35.0000,24.0737,0.0000,8.3168,11.6502,1.1500,Recommendation Systems Engineer | 15.2 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.150
CAND_0075138,99,0.789639,83.8258,35.0000,24.0741,12.3150,6.3376,6.0990,1.0833,AI Research Engineer | 4.6 yrs exp | 3 AI role(s) in career | assess=12.3 | resp_rate=0.46 | mult=1.083
CAND_0023458,100,0.789432,79.3077,35.0000,23.1481,6.6750,7.5468,6.9378,1.1447,AI Research Engineer | 5.0 yrs exp | 2 AI role(s) in career | assess=6.7 | resp_rate=0.69 | mult=1.145
CAND_0036437,101,0.788994,78.8994,35.0000,24.0741,0.0000,7.9253,11.9000,1.1500,Search Engineer | 4.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.87 | mult=1.150
CAND_0084090,102,0.788119,78.8765,35.0000,23.1481,12.6402,7.2328,0.8553,1.1491,Junior ML Engineer | 3.9 yrs exp | 2 AI role(s) in career | assess=12.6 | resp_rate=0.74 | mult=1.149
CAND_0094759,103,0.787938,86.8872,35.0000,24.0741,12.1350,8.8789,6.7992,1.0429,Lead AI Engineer | 8.6 yrs exp | 3 AI role(s) in career | assess=12.1 | resp_rate=0.11 | mult=1.043
CAND_0070398,104,0.787318,82.8100,35.0000,24.0741,7.6050,8.4545,7.6765,1.0934,Machine Learning Engineer | 7.2 yrs exp | 3 AI role(s) in career | assess=7.6 | resp_rate=0.60 | mult=1.093
CAND_0038099,105,0.786827,78.6827,35.0000,23.1481,10.8450,7.1397,2.5499,1.1500,Junior ML Engineer | 5.4 yrs exp | 2 AI role(s) in career | assess=10.8 | resp_rate=0.81 | mult=1.150
CAND_0075439,106,0.786043,78.6043,35.0000,23.1481,8.2350,6.9236,5.2976,1.1500,Machine Learning Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=8.2 | resp_rate=0.56 | mult=1.150
CAND_0077337,107,0.785486,78.5486,35.0000,25.0000,0.0000,9.1486,9.4000,1.1500,Staff Machine Learning Engineer | 7.0 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.95 | mult=1.150
CAND_0007874,108,0.785339,79.3913,35.0000,23.1481,11.1450,6.6661,3.4321,1.1376,Junior ML Engineer | 3.7 yrs exp | 2 AI role(s) in career | assess=11.1 | resp_rate=0.75 | mult=1.138
CAND_0093193,109,0.784780,78.4780,35.0000,23.1481,9.6000,8.0450,2.6849,1.1500,Senior Machine Learning Engineer | 7.9 yrs exp | 2 AI role(s) in career | assess=9.6 | resp_rate=0.61 | mult=1.150
CAND_0076482,110,0.784541,78.4541,35.0000,22.8292,11.6064,7.3183,1.7002,1.1500,ML Engineer | 6.6 yrs exp | 3 AI role(s) in career | assess=11.6 | resp_rate=0.86 | mult=1.150
CAND_0064326,111,0.782920,78.2920,35.0000,25.0000,0.0000,8.5471,9.7449,1.1500,Search Engineer | 7.6 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.94 | mult=1.150
CAND_0061257,112,0.781413,78.1413,35.0000,23.1481,10.4250,7.0324,2.5357,1.1500,Staff Machine Learning Engineer | 8.0 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.87 | mult=1.150
CAND_0064664,113,0.781319,78.1319,35.0000,22.2222,12.0000,8.3342,0.5755,1.1500,ML Engineer | 4.4 yrs exp | 1 AI role(s) in career | assess=12.0 | resp_rate=0.80 | mult=1.150
CAND_0087630,114,0.780531,84.7572,35.0000,24.0741,8.8950,9.1685,7.6197,1.0590,AI Engineer | 7.2 yrs exp | 3 AI role(s) in career | assess=8.9 | resp_rate=0.45 | mult=1.059
CAND_0057529,115,0.779931,80.5093,35.0000,22.3767,12.4950,7.6548,2.9828,1.1141,Junior ML Engineer | 6.9 yrs exp | 3 AI role(s) in career | assess=12.5 | resp_rate=0.65 | mult=1.114
CAND_0019288,116,0.779101,81.4396,35.0000,24.0741,8.5696,7.3704,6.4256,1.1002,AI Research Engineer | 5.7 yrs exp | 3 AI role(s) in career | assess=8.6 | resp_rate=0.38 | mult=1.100
CAND_0004628,117,0.779013,77.9013,35.0000,22.2222,8.2650,6.8613,5.5528,1.1500,AI Research Engineer | 3.3 yrs exp | 1 AI role(s) in career | assess=8.3 | resp_rate=0.77 | mult=1.150
CAND_0022415,118,0.778088,77.8612,35.0000,23.1481,8.1000,5.2367,6.3763,1.1492,AI Research Engineer | 3.2 yrs exp | 2 AI role(s) in career | assess=8.1 | resp_rate=0.71 | mult=1.149
CAND_0003977,119,0.777891,81.4773,35.0000,23.1481,7.6350,6.6694,9.0248,1.0979,Recommendation Systems Engineer | 4.6 yrs exp | 2 AI role(s) in career | assess=7.6 | resp_rate=0.55 | mult=1.098
CAND_0084391,120,0.776012,81.7099,35.0000,23.1481,10.4414,6.7703,6.3500,1.0922,AI Research Engineer | 3.5 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.49 | mult=1.092
CAND_0015582,121,0.775655,77.9465,35.0000,21.2963,10.6538,6.6808,4.3156,1.1444,ML Engineer | 4.4 yrs exp | 2 AI role(s) in career | assess=10.7 | resp_rate=0.82 | mult=1.144
CAND_0070202,122,0.775466,82.8920,35.0000,23.1481,8.4750,9.0334,7.2355,1.0758,Machine Learning Engineer | 5.1 yrs exp | 2 AI role(s) in career | assess=8.5 | resp_rate=0.60 | mult=1.076
CAND_0014440,123,0.775029,77.5029,35.0000,24.0741,0.0000,8.1897,10.2392,1.1500,Recommendation Systems Engineer | 6.4 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.64 | mult=1.150
CAND_0099675,124,0.774643,77.4643,35.0000,19.8417,12.0450,7.4372,3.1404,1.1500,Junior ML Engineer | 3.9 yrs exp | 2 AI role(s) in career | assess=12.0 | resp_rate=0.78 | mult=1.150
CAND_0089546,125,0.774264,80.8942,35.0000,23.1481,10.1100,9.2792,3.3569,1.1007,Machine Learning Engineer | 4.8 yrs exp | 2 AI role(s) in career | assess=10.1 | resp_rate=0.64 | mult=1.101
CAND_0033861,126,0.773155,88.3469,35.0000,24.0741,11.9250,8.8978,8.4500,1.0064,Senior NLP Engineer | 8.0 yrs exp | 3 AI role(s) in career | assess=11.9 | resp_rate=0.16 | mult=1.006
