candidate_id,rank,final_score,semantic_score,title_score,career_score,assessment_score,skill_trust_score,retrieval_score,behavioral_multiplier,reasoning
CAND_0081686,1,0.924575,92.4575,35.0000,24.0741,12.8850,9.1543,11.3442,1.1500,Search Engineer | 6.0 yrs exp | 3 AI role(s) in career | assess=12.9 | resp_rate=0.91 | mult=1.150
CAND_0079387,12,0.873581,87.3581,35.0000,25.0000,12.6600,9.0919,5.6062,1.1500,AI Engineer | 6.9 yrs exp | 4 AI role(s) in career | assess=12.7 | resp_rate=0.81 | mult=1.150
CAND_0049538,13,0.871612,87.1612,35.0000,24.0741,11.9618,8.9550,7.1703,1.1500,Applied ML Engineer | 5.8 yrs exp | 3 AI role(s) in career | assess=12.0 | resp_rate=0.72 | mult=1.150
CAND_0026532,14,0.866677,91.4566,35.0000,23.1481,13.5750,8.0732,11.6603,1.0898,Recommendation Systems Engineer | 4.8 yrs exp | 2 AI role(s) in career | assess=13.6 | resp_rate=0.52 | mult=1.090
CAND_0066999,15,0.866551,86.6551,35.0000,21.3165,11.9172,7.2714,11.1500,1.1500,Recommendation Systems Engineer | 5.9 yrs exp | 2 AI role(s) in career | assess=11.9 | resp_rate=0.63 | mult=1.150
CAND_0061265,16,0.865176,86.5176,35.0000,20.8099,10.3350,9.2325,11.1401,1.1500,Recommendation Systems Engineer | 6.6 yrs exp | 3 AI role(s) in career | assess=10.3 | resp_rate=0.94 | mult=1.150
CAND_0053591,17,0.860154,86.0154,35.0000,23.1481,13.5150,8.4023,5.9500,1.1500,AI Engineer | 5.3 yrs exp | 2 AI role(s) in career | assess=13.5 | resp_rate=0.81 | mult=1.150
CAND_0020708,18,0.859577,85.9577,35.0000,22.2222,9.6600,9.1271,9.9484,1.1500,Search Engineer | 4.2 yrs exp | 1 AI role(s) in career | assess=9.7 | resp_rate=0.84 | mult=1.150
CAND_0013536,19,0.859033,85.9033,35.0000,23.1481,10.3200,9.3498,8.0853,1.1500,Applied ML Engineer | 14.1 yrs exp | 2 AI role(s) in career | assess=10.3 | resp_rate=0.87 | mult=1.150
CAND_0086022,20,0.857266,85.7266,35.0000,23.1481,11.8446,9.2502,6.4837,1.1500,Senior Applied Scientist | 5.3 yrs exp | 2 AI role(s) in career | assess=11.8 | resp_rate=0.55 | mult=1.150
CAND_0027801,21,0.856999,87.8519,35.0000,24.0741,12.2250,9.2407,7.3121,1.1218,NLP Engineer | 7.4 yrs exp | 3 AI role(s) in career | assess=12.2 | resp_rate=0.65 | mult=1.122
CAND_0055992,22,0.856617,85.6617,35.0000,23.9707,9.3232,9.2742,8.0936,1.1500,AI Engineer | 16.9 yrs exp | 4 AI role(s) in career | assess=9.3 | resp_rate=0.72 | mult=1.150
CAND_0036184,23,0.855623,85.5623,35.0000,23.1481,8.2779,8.7301,10.4062,1.1500,Recommendation Systems Engineer | 6.0 yrs exp | 2 AI role(s) in career | assess=8.3 | resp_rate=0.90 | mult=1.150
CAND_0086151,24,0.852529,92.3281,35.0000,24.0741,11.1252,8.6788,13.4500,1.0619,Recommendation Systems Engineer | 7.7 yrs exp | 3 AI role(s) in career | assess=11.1 | resp_rate=0.52 | mult=1.062
CAND_0037000,25,0.852294,86.3848,35.0000,24.0741,7.6650,8.5231,11.1226,1.1346,Search Engineer | 2.7 yrs exp | 3 AI role(s) in career | assess=7.7 | resp_rate=0.61 | mult=1.135
CAND_0009024,26,0.848458,89.4515,35.0000,23.1481,12.8775,8.8555,9.5703,1.0908,Search Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=12.9 | resp_rate=0.46 | mult=1.091
CAND_0041568,27,0.848225,89.7518,35.0000,22.7645,11.7736,9.2958,10.9178,1.0868,Search Engineer | 5.2 yrs exp | 3 AI role(s) in career | assess=11.8 | resp_rate=0.52 | mult=1.087
CAND_0081846,28,0.842919,84.2919,35.0000,23.1481,9.4350,8.6088,8.1000,1.1500,Lead AI Engineer | 6.7 yrs exp | 2 AI role(s) in career | assess=9.4 | resp_rate=0.73 | mult=1.150
CAND_0075249,29,0.841866,84.1866,35.0000,23.1481,8.4027,9.1922,8.4435,1.1500,Applied ML Engineer | 6.2 yrs exp | 2 AI role(s) in career | assess=8.4 | resp_rate=0.82 | mult=1.150
CAND_0088378,30,0.840772,84.0772,35.0000,21.8070,12.5700,7.4642,7.2359,1.1500,AI Research Engineer | 6.0 yrs exp | 4 AI role(s) in career | assess=12.6 | resp_rate=0.58 | mult=1.150
CAND_0057701,31,0.838667,88.4496,35.0000,22.2222,13.3200,8.6462,9.2612,1.0904,Recommendation Systems Engineer | 4.1 yrs exp | 1 AI role(s) in career | assess=13.3 | resp_rate=0.56 | mult=1.090
CAND_0096142,32,0.838139,83.8139,35.0000,23.1481,12.3000,8.8450,4.5207,1.1500,Applied ML Engineer | 5.0 yrs exp | 2 AI role(s) in career | assess=12.3 | resp_rate=0.84 | mult=1.150
CAND_0043381,33,0.838093,83.8093,35.0000,22.2222,11.2200,7.1598,8.2073,1.1500,AI Research Engineer | 3.6 yrs exp | 1 AI role(s) in career | assess=11.2 | resp_rate=0.78 | mult=1.150
CAND_0093331,34,0.837351,84.7715,35.0000,24.0741,10.5600,9.0969,6.0406,1.1359,NLP Engineer | 16.1 yrs exp | 3 AI role(s) in career | assess=10.6 | resp_rate=0.41 | mult=1.136
CAND_0054318,35,0.833637,83.3637,35.0000,22.2222,11.4150,8.2795,6.4471,1.1500,AI Research Engineer | 3.5 yrs exp | 1 AI role(s) in career | assess=11.4 | resp_rate=0.87 | mult=1.150
CAND_0005260,36,0.833614,83.3614,35.0000,23.1481,12.1350,8.5634,4.5149,1.1500,Senior NLP Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=12.1 | resp_rate=0.86 | mult=1.150
CAND_0095619,37,0.833288,83.3288,35.0000,22.2222,11.0641,8.8925,6.1500,1.1500,NLP Engineer | 15.6 yrs exp | 1 AI role(s) in career | assess=11.1 | resp_rate=0.90 | mult=1.150
CAND_0043228,38,0.832557,87.5824,35.0000,24.0741,12.4500,8.6397,7.4186,1.0932,Applied ML Engineer | 6.8 yrs exp | 3 AI role(s) in career | assess=12.4 | resp_rate=0.41 | mult=1.093
CAND_0007412,39,0.832281,84.0606,35.0000,25.0000,7.5150,8.8413,7.7044,1.1386,Applied ML Engineer | 7.4 yrs exp | 5 AI role(s) in career | assess=7.5 | resp_rate=0.76 | mult=1.139
CAND_0020350,40,0.829294,82.9294,35.0000,23.1481,13.1100,9.2439,2.4273,1.1500,AI Engineer | 5.8 yrs exp | 2 AI role(s) in career | assess=13.1 | resp_rate=0.58 | mult=1.150
CAND_0070333,41,0.826541,85.3374,35.0000,20.9995,11.7150,8.1655,9.4573,1.1138,AI Research Engineer | 4.7 yrs exp | 2 AI role(s) in career | assess=11.7 | resp_rate=0.48 | mult=1.114
CAND_0006567,42,0.825156,82.5156,35.0000,24.0741,13.3050,8.4042,1.7323,1.1500,Senior AI Engineer | 7.9 yrs exp | 3 AI role(s) in career | assess=13.3 | resp_rate=0.79 | mult=1.150
CAND_0037566,43,0.825010,82.5010,35.0000,23.1481,12.3600,9.1629,2.8300,1.1500,Machine Learning Engineer | 6.9 yrs exp | 2 AI role(s) in career | assess=12.4 | resp_rate=0.50 | mult=1.150
CAND_0039383,44,0.824481,82.4481,35.0000,24.0741,9.5838,8.7974,4.9928,1.1500,Applied ML Engineer | 7.1 yrs exp | 3 AI role(s) in career | assess=9.6 | resp_rate=0.61 | mult=1.150
CAND_0030031,45,0.823262,82.3262,35.0000,22.3555,9.5250,9.0845,6.3612,1.1500,AI Engineer | 5.7 yrs exp | 3 AI role(s) in career | assess=9.5 | resp_rate=0.94 | mult=1.150
CAND_0016432,46,0.823249,83.3861,35.0000,23.1481,11.0700,7.6049,6.5630,1.1354,AI Research Engineer | 4.6 yrs exp | 2 AI role(s) in career | assess=11.1 | resp_rate=0.60 | mult=1.135
CAND_0096801,47,0.821940,83.4274,35.0000,23.1481,10.1186,8.2133,6.9474,1.1330,AI Research Engineer | 4.2 yrs exp | 2 AI role(s) in career | assess=10.1 | resp_rate=0.57 | mult=1.133
CAND_0025640,48,0.821903,82.1903,35.0000,21.2691,11.2350,6.0452,8.6410,1.1500,AI Research Engineer | 5.6 yrs exp | 2 AI role(s) in career | assess=11.2 | resp_rate=0.87 | mult=1.150
CAND_0076251,49,0.821717,84.1024,35.0000,22.2353,10.2600,7.8014,8.8057,1.1236,Search Engineer | 7.6 yrs exp | 3 AI role(s) in career | assess=10.3 | resp_rate=0.51 | mult=1.124
CAND_0027691,50,0.821024,82.1024,35.0000,24.0741,8.8434,9.1772,5.0078,1.1500,NLP Engineer | 6.5 yrs exp | 3 AI role(s) in career | assess=8.8 | resp_rate=0.68 | mult=1.150
CAND_0012957,51,0.820988,87.1080,35.0000,23.1481,10.5064,8.5559,9.8975,1.0839,Search Engineer | 4.9 yrs exp | 2 AI role(s) in career | assess=10.5 | resp_rate=0.67 | mult=1.084
CAND_0009691,52,0.819682,83.7131,35.0000,24.0741,9.4600,9.3108,5.8683,1.1260,Applied ML Engineer | 6.2 yrs exp | 3 AI role(s) in career | assess=9.5 | resp_rate=0.64 | mult=1.126
CAND_0075574,53,0.819136,82.5306,35.0000,24.0741,7.8150,9.2702,6.3713,1.1414,Machine Learning Engineer | 5.7 yrs exp | 3 AI role(s) in career | assess=7.8 | resp_rate=0.58 | mult=1.141
CAND_0064904,54,0.817792,81.7792,35.0000,23.1481,10.4700,8.4571,4.7039,1.1500,AI Engineer | 4.9 yrs exp | 2 AI role(s) in career | assess=10.5 | resp_rate=0.78 | mult=1.150
CAND_0001940,55,0.816034,83.4124,35.0000,23.1481,11.2578,7.5181,6.4883,1.1251,AI Research Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=11.3 | resp_rate=0.87 | mult=1.125
CAND_0074317,56,0.815442,81.5442,35.0000,23.1481,10.0800,6.7486,6.5675,1.1500,AI Research Engineer | 4.2 yrs exp | 2 AI role(s) in career | assess=10.1 | resp_rate=0.86 | mult=1.150
CAND_0079284,57,0.815076,81.5076,35.0000,23.1481,10.3350,9.2799,3.7445,1.1500,Machine Learning Engineer | 4.9 yrs exp | 2 AI role(s) in career | assess=10.3 | resp_rate=0.79 | mult=1.150
CAND_0006557,58,0.813757,87.2707,35.0000,23.1481,11.3700,9.1525,8.6000,1.0723,NLP Engineer | 7.9 yrs exp | 2 AI role(s) in career | assess=11.4 | resp_rate=0.63 | mult=1.072
CAND_0054123,59,0.813637,81.3637,35.0000,23.1481,9.5250,9.2260,4.4646,1.1500,Applied ML Engineer | 4.7 yrs exp | 2 AI role(s) in career | assess=9.5 | resp_rate=0.87 | mult=1.150
CAND_0010541,60,0.805902,81.1261,35.0000,23.1481,6.6600,7.0166,9.3013,1.1424,AI Research Engineer | 6.2 yrs exp | 2 AI role(s) in career | assess=6.7 | resp_rate=0.59 | mult=1.142
CAND_0017590,61,0.805661,81.6453,35.0000,21.8438,9.4500,7.8700,7.4814,1.1348,AI Research Engineer | 5.1 yrs exp | 2 AI role(s) in career | assess=9.4 | resp_rate=0.56 | mult=1.135
CAND_0040887,62,0.804635,80.4635,35.0000,23.1481,10.6200,8.9008,2.7946,1.1500,Machine Learning Engineer | 4.7 yrs exp | 2 AI role(s) in career | assess=10.6 | resp_rate=0.84 | mult=1.150
CAND_0016659,63,0.804204,80.4204,35.0000,23.1481,10.2600,7.1090,4.9032,1.1500,ML Engineer | 4.4 yrs exp | 2 AI role(s) in career | assess=10.3 | resp_rate=0.89 | mult=1.150
CAND_0011162,64,0.801898,80.1898,35.0000,24.0741,0.0000,9.2157,11.9000,1.1500,Recommendation Systems Engineer | 5.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.75 | mult=1.150
CAND_0013393,65,0.801248,83.6589,35.0000,21.8935,11.8800,7.8970,6.9883,1.1014,ML Engineer | 5.3 yrs exp | 4 AI role(s) in career | assess=11.9 | resp_rate=0.33 | mult=1.101
CAND_0050146,66,0.800042,82.6802,35.0000,23.1481,10.4400,7.2210,6.8710,1.1128,AI Research Engineer | 3.2 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.50 | mult=1.113
CAND_0059017,67,0.799246,79.9246,35.0000,20.9623,10.3650,7.1382,6.4590,1.1500,AI Research Engineer | 6.8 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.75 | mult=1.150
CAND_0088049,68,0.799029,79.9029,35.0000,24.0741,9.9600,7.8355,3.0333,1.1500,Junior ML Engineer | 5.9 yrs exp | 3 AI role(s) in career | assess=10.0 | resp_rate=0.78 | mult=1.150
CAND_0060715,69,0.798388,79.8388,35.0000,22.2222,12.4886,7.7864,2.3415,1.1500,ML Engineer | 3.3 yrs exp | 1 AI role(s) in career | assess=12.5 | resp_rate=0.86 | mult=1.150
CAND_0004402,70,0.798369,79.8369,35.0000,20.7189,7.7400,7.9559,8.4220,1.1500,AI Research Engineer | 6.0 yrs exp | 2 AI role(s) in career | assess=7.7 | resp_rate=0.83 | mult=1.150
CAND_0041610,71,0.797895,79.9017,35.0000,25.0000,0.0000,8.4663,11.4353,1.1484,Recommendation Systems Engineer | 6.7 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.52 | mult=1.148
CAND_0076163,72,0.797364,79.7364,35.0000,23.1481,7.6050,7.9472,6.0361,1.1500,NLP Engineer | 6.9 yrs exp | 2 AI role(s) in career | assess=7.6 | resp_rate=0.84 | mult=1.150
CAND_0074225,73,0.797212,79.7212,35.0000,23.1481,8.7750,9.0747,3.7233,1.1500,Machine Learning Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=8.8 | resp_rate=0.91 | mult=1.150
CAND_0022274,74,0.796967,81.3795,35.0000,23.1481,10.3822,6.5437,6.3054,1.1262,AI Research Engineer | 4.5 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.44 | mult=1.126
CAND_0032515,75,0.796394,80.8717,35.0000,24.0741,7.7550,8.7493,5.2933,1.1325,Machine Learning Engineer | 5.1 yrs exp | 3 AI role(s) in career | assess=7.8 | resp_rate=0.54 | mult=1.133
CAND_0083307,76,0.794691,80.5838,35.0000,25.0000,0.0000,8.8764,11.7074,1.1341,Search Engineer | 7.8 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.134
CAND_0024466,77,0.793161,88.1988,35.0000,23.1481,11.2500,8.9233,9.8774,1.0342,Search Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.2 | resp_rate=0.47 | mult=1.034
CAND_0077285,78,0.792649,79.2649,35.0000,24.0741,0.0000,9.2408,10.9500,1.1500,Recommendation Systems Engineer | 5.5 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.150
CAND_0007009,79,0.791318,79.1318,35.0000,24.0741,0.0000,8.7077,11.3500,1.1500,Recommendation Systems Engineer | 7.9 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.62 | mult=1.150
CAND_0053695,80,0.791122,79.1122,35.0000,24.0741,0.0000,8.9772,11.0609,1.1500,Recommendation Systems Engineer | 5.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.60 | mult=1.150
CAND_0083879,81,0.790818,81.0510,35.0000,22.7721,9.4650,8.9666,4.8473,1.1221,Machine Learning Engineer | 7.1 yrs exp | 3 AI role(s) in career | assess=9.5 | resp_rate=0.47 | mult=1.122
CAND_0024990,82,0.790505,79.0505,35.0000,23.1481,11.5200,7.0305,2.3518,1.1500,Junior ML Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.5 | resp_rate=0.83 | mult=1.150
CAND_0010770,83,0.790407,79.0407,35.0000,24.0737,0.0000,8.3168,11.6502,1.1500,Recommendation Systems Engineer | 15.2 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.150
CAND_0075138,84,0.789639,83.8258,35.0000,24.0741,12.3150,6.3376,6.0990,1.0833,AI Research Engineer | 4.6 yrs exp | 3 AI role(s) in career | assess=12.3 | resp_rate=0.46 | mult=1.083
CAND_0023458,85,0.789432,79.3077,35.0000,23.1481,6.6750,7.5468,6.9378,1.1447,AI Research Engineer | 5.0 yrs exp | 2 AI role(s) in career | assess=6.7 | resp_rate=0.69 | mult=1.145
CAND_0080315,86,0.789291,83.9221,35.0000,23.1481,11.3100,8.1873,6.2767,1.0816,AI Research Engineer | 4.1 yrs exp | 2 AI role(s) in career | assess=11.3 | resp_rate=0.29 | mult=1.082
CAND_0036437,87,0.788994,78.8994,35.0000,24.0741,0.0000,7.9253,11.9000,1.1500,Search Engineer | 4.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.87 | mult=1.150
CAND_0094759,88,0.787938,86.8872,35.0000,24.0741,12.1350,8.8789,6.7992,1.0429,Lead AI Engineer | 8.6 yrs exp | 3 AI role(s) in career | assess=12.1 | resp_rate=0.11 | mult=1.043
CAND_0070398,89,0.787318,82.8100,35.0000,24.0741,7.6050,8.4545,7.6765,1.0934,Machine Learning Engineer | 7.2 yrs exp | 3 AI role(s) in career | assess=7.6 | resp_rate=0.60 | mult=1.093
CAND_0038099,90,0.786827,78.6827,35.0000,23.1481,10.8450,7.1397,2.5499,1.1500,Junior ML Engineer | 5.4 yrs exp | 2 AI role(s) in career | assess=10.8 | resp_rate=0.81 | mult=1.150
CAND_0075439,91,0.786043,78.6043,35.0000,23.1481,8.2350,6.9236,5.2976,1.1500,Machine Learning Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=8.2 | resp_rate=0.56 | mult=1.150
CAND_0077337,92,0.785486,78.5486,35.0000,25.0000,0.0000,9.1486,9.4000,1.1500,Staff Machine Learning Engineer | 7.0 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.95 | mult=1.150
CAND_0076482,93,0.785377,78.5377,35.0000,22.8292,11.6900,7.3183,1.7002,1.1500,ML Engineer | 6.6 yrs exp | 3 AI role(s) in career | assess=11.7 | resp_rate=0.86 | mult=1.150
CAND_0007874,94,0.785339,79.3913,35.0000,23.1481,11.1450,6.6661,3.4321,1.1376,Junior ML Engineer | 3.7 yrs exp | 2 AI role(s) in career | assess=11.1 | resp_rate=0.75 | mult=1.138
CAND_0093193,95,0.784780,78.4780,35.0000,23.1481,9.6000,8.0450,2.6849,1.1500,Senior Machine Learning Engineer | 7.9 yrs exp | 2 AI role(s) in career | assess=9.6 | resp_rate=0.61 | mult=1.150
CAND_0084090,96,0.783671,78.4313,35.0000,23.1481,12.1950,7.2328,0.8553,1.1491,Junior ML Engineer | 3.9 yrs exp | 2 AI role(s) in career | assess=12.2 | resp_rate=0.74 | mult=1.149
CAND_0064326,97,0.782920,78.2920,35.0000,25.0000,0.0000,8.5471,9.7449,1.1500,Search Engineer | 7.6 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.94 | mult=1.150
CAND_0091745,98,0.782202,80.9224,35.0000,23.1481,12.8250,8.0464,1.9028,1.1116,Junior ML Engineer | 5.9 yrs exp | 2 AI role(s) in career | assess=12.8 | resp_rate=0.53 | mult=1.112
CAND_0061257,99,0.781413,78.1413,35.0000,23.1481,10.4250,7.0324,2.5357,1.1500,Staff Machine Learning Engineer | 8.0 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.87 | mult=1.150
CAND_0082489,100,0.781357,78.1357,35.0000,23.1481,9.0600,7.1918,3.7358,1.1500,ML Engineer | 5.3 yrs exp | 2 AI role(s) in career | assess=9.1 | resp_rate=0.71 | mult=1.150
