candidate_id,rank,final_score,semantic_score,title_score,career_score,assessment_score,skill_trust_score,retrieval_score,behavioral_multiplier,reasoning,embedding_score,hybrid_score,hybrid_rank
CAND_0081686,1,0.924575,92.4575,35.0,24.0741,12.885,9.1543,11.3442,1.15,Search Engineer | 6.0 yrs exp | 3 AI role(s) in career | assess=12.9 | resp_rate=0.91 | mult=1.150,56.47011995315552,87.05939299297333,1
CAND_0054123,65,0.813637,81.3637,35.0,23.1481,9.525,9.226,4.4646,1.15,Applied ML Engineer | 4.7 yrs exp | 2 AI role(s) in career | assess=9.5 | resp_rate=0.87 | mult=1.150,46.73802852630615,76.16984927894592,66
CAND_0074225,84,0.797212,79.7212,35.0,23.1481,8.775,9.0747,3.7233,1.15,Machine Learning Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=8.8 | resp_rate=0.91 | mult=1.150,55.76599836349487,76.12791975452423,67
CAND_0025640,55,0.821903,82.1903,35.0,21.2691,11.235,6.0452,8.641,1.15,AI Research Engineer | 5.6 yrs exp | 2 AI role(s) in career | assess=11.2 | resp_rate=0.87 | mult=1.150,39.60596024990082,75.80264903748512,68
CAND_0053695,94,0.791122,79.1122,35.0,24.0741,0.0,8.9772,11.0609,1.15,Recommendation Systems Engineer | 5.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.60 | mult=1.150,56.2968909740448,75.68990364610671,69
CAND_0007009,93,0.791318,79.1318,35.0,24.0741,0.0,8.7077,11.35,1.15,Recommendation Systems Engineer | 7.9 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.62 | mult=1.150,55.27386665344238,75.55310999801635,70
CAND_0016432,54,0.823249,83.3861,35.0,23.1481,11.07,7.6049,6.563,1.1354,AI Research Engineer | 4.6 yrs exp | 2 AI role(s) in career | assess=11.1 | resp_rate=0.60 | mult=1.135,36.52073442935943,75.45427516440391,71
CAND_0083307,89,0.794691,80.5838,35.0,25.0,0.0,8.8764,11.7074,1.1341,Search Engineer | 7.8 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.70 | mult=1.134,52.67559885978699,75.45007482896806,72
CAND_0040887,73,0.804635,80.4635,35.0,23.1481,10.62,8.9008,2.7946,1.15,Machine Learning Engineer | 4.7 yrs exp | 2 AI role(s) in career | assess=10.6 | resp_rate=0.84 | mult=1.150,46.764862537384026,75.4087043806076,73
CAND_0036437,101,0.788994,78.8994,35.0,24.0741,0.0,7.9253,11.9,1.15,Search Engineer | 4.8 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.87 | mult=1.150,55.162471532821655,75.33886072992324,74
CAND_0096801,58,0.819264,83.1557,35.0,23.1481,9.8469,8.2133,6.9474,1.133,AI Research Engineer | 4.2 yrs exp | 2 AI role(s) in career | assess=9.8 | resp_rate=0.57 | mult=1.133,37.02506721019745,75.19120008152962,75
CAND_0013393,76,0.801248,83.6589,35.0,21.8935,11.88,7.897,6.9883,1.1014,ML Engineer | 5.3 yrs exp | 4 AI role(s) in career | assess=11.9 | resp_rate=0.33 | mult=1.101,47.22045660018921,75.18914849002837,76
CAND_0036484,77,0.799502,79.9502,35.0,23.1481,6.645,8.0031,7.154,1.15,AI Research Engineer | 5.7 yrs exp | 2 AI role(s) in career | assess=6.6 | resp_rate=0.80 | mult=1.150,48.20414185523987,75.18829127828599,77
CAND_0043829,68,0.807336,80.7336,35.0,22.2222,9.9,6.3161,7.2953,1.15,AI Research Engineer | 4.8 yrs exp | 1 AI role(s) in career | assess=9.9 | resp_rate=0.78 | mult=1.150,43.73052716255188,75.1831390743828,78
CAND_0077285,92,0.792649,79.2649,35.0,24.0741,0.0,9.2408,10.95,1.15,Recommendation Systems Engineer | 5.5 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.56 | mult=1.150,51.38433575630188,75.08281536344529,79
CAND_0003977,119,0.777891,81.4773,35.0,23.1481,7.635,6.6694,9.0248,1.0979,Recommendation Systems Engineer | 4.6 yrs exp | 2 AI role(s) in career | assess=7.6 | resp_rate=0.55 | mult=1.098,59.51128602027893,75.04742790304184,80
CAND_0010770,98,0.790407,79.0407,35.0,24.0737,0.0,8.3168,11.6502,1.15,Recommendation Systems Engineer | 15.2 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.73 | mult=1.150,52.19711661338806,75.0141624920082,81
CAND_0014440,123,0.775029,77.5029,35.0,24.0741,0.0,8.1897,10.2392,1.15,Recommendation Systems Engineer | 6.4 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.64 | mult=1.150,60.52803993225098,74.95667098983763,82
CAND_0074317,62,0.815442,81.5442,35.0,23.1481,10.08,6.7486,6.5675,1.15,AI Research Engineer | 4.2 yrs exp | 2 AI role(s) in career | assess=10.1 | resp_rate=0.86 | mult=1.150,37.15396523475647,74.88566478521346,83
CAND_0013613,67,0.809236,80.9236,35.0,22.0862,9.33,9.3889,5.1185,1.15,Machine Learning Engineer | 4.7 yrs exp | 3 AI role(s) in career | assess=9.3 | resp_rate=0.73 | mult=1.150,40.1613712310791,74.80926568466187,84
CAND_0061352,70,0.80638,81.7184,35.0,23.1481,13.155,7.3633,3.0519,1.1348,ML Engineer | 3.5 yrs exp | 2 AI role(s) in career | assess=13.2 | resp_rate=0.66 | mult=1.135,41.25056266784668,74.729884400177,85
CAND_0032515,85,0.796394,80.8717,35.0,24.0741,7.755,8.7493,5.2933,1.1325,Machine Learning Engineer | 5.1 yrs exp | 3 AI role(s) in career | assess=7.8 | resp_rate=0.54 | mult=1.133,46.8916654586792,74.72723981880188,86
CAND_0022274,80,0.798771,81.5637,35.0,23.1481,10.5664,6.5437,6.3054,1.1262,AI Research Engineer | 4.5 yrs exp | 2 AI role(s) in career | assess=10.6 | resp_rate=0.44 | mult=1.126,45.22653222084045,74.67951483312606,87
CAND_0016659,72,0.805104,80.5104,35.0,23.1481,10.35,7.109,4.9032,1.15,ML Engineer | 4.4 yrs exp | 2 AI role(s) in career | assess=10.3 | resp_rate=0.89 | mult=1.150,41.43165349960327,74.6485880249405,88
CAND_0075439,106,0.786043,78.6043,35.0,23.1481,8.235,6.9236,5.2976,1.15,Machine Learning Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=8.2 | resp_rate=0.56 | mult=1.150,52.084165811538696,74.62627987173082,89
CAND_0077337,107,0.785486,78.5486,35.0,25.0,0.0,9.1486,9.4,1.15,Staff Machine Learning Engineer | 7.0 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.95 | mult=1.150,52.269744873046875,74.60677173095702,90
CAND_0094759,103,0.787938,86.8872,35.0,24.0741,12.135,8.8789,6.7992,1.0429,Lead AI Engineer | 8.6 yrs exp | 3 AI role(s) in career | assess=12.1 | resp_rate=0.11 | mult=1.043,50.55251121520996,74.5576066822815,91
CAND_0056058,90,0.794224,79.772,35.0,23.1481,11.52,7.7174,2.3865,1.145,Junior ML Engineer | 3.4 yrs exp | 2 AI role(s) in career | assess=11.5 | resp_rate=0.81 | mult=1.145,45.985719561576836,74.40689793423653,92
CAND_0083879,95,0.790818,81.051,35.0,22.7721,9.465,8.9666,4.8473,1.1221,Machine Learning Engineer | 7.1 yrs exp | 3 AI role(s) in career | assess=9.5 | resp_rate=0.47 | mult=1.122,47.83110618591308,74.39419592788697,93
CAND_0004402,82,0.798369,79.8369,35.0,20.7189,7.74,7.9559,8.422,1.15,AI Research Engineer | 6.0 yrs exp | 2 AI role(s) in career | assess=7.7 | resp_rate=0.83 | mult=1.150,43.35994720458984,74.36535708068847,94
CAND_0015478,87,0.795442,79.5442,35.0,23.1481,10.1975,7.5918,3.6068,1.15,ML Engineer | 3.6 yrs exp | 2 AI role(s) in career | assess=10.2 | resp_rate=0.66 | mult=1.150,44.562679529190056,74.2969719293785,95
CAND_0070202,122,0.775466,82.892,35.0,23.1481,8.475,9.0334,7.2355,1.0758,Machine Learning Engineer | 5.1 yrs exp | 2 AI role(s) in career | assess=8.5 | resp_rate=0.60 | mult=1.076,55.78674674034119,74.28262201105117,96
CAND_0064326,111,0.78292,78.292,35.0,25.0,0.0,8.5471,9.7449,1.15,Search Engineer | 7.6 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.94 | mult=1.150,51.428115367889404,74.2624173051834,97
CAND_0073556,88,0.795,84.0644,35.0,23.1481,11.715,8.3434,5.8578,1.0876,AI Research Engineer | 4.4 yrs exp | 2 AI role(s) in career | assess=11.7 | resp_rate=0.70 | mult=1.088,44.28651034832001,74.217976552248,98
CAND_0001940,61,0.816443,83.4542,35.0,23.1481,11.2996,7.5181,6.4883,1.1251,AI Research Engineer | 4.3 yrs exp | 2 AI role(s) in career | assess=11.3 | resp_rate=0.87 | mult=1.125,32.02991485595703,74.20214222839356,99
CAND_0059017,78,0.799246,79.9246,35.0,20.9623,10.365,7.1382,6.459,1.15,AI Research Engineer | 6.8 yrs exp | 2 AI role(s) in career | assess=10.4 | resp_rate=0.75 | mult=1.150,41.712871193885796,74.19284067908286,100
CAND_0018722,132,0.770882,77.0882,35.0,24.0741,0.0,9.0231,8.991,1.15,Recommendation Systems Engineer | 6.6 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.79 | mult=1.150,57.318586111068726,74.1227579166603,101
CAND_0075138,99,0.789639,83.8258,35.0,24.0741,12.315,6.3376,6.099,1.0833,AI Research Engineer | 4.6 yrs exp | 3 AI role(s) in career | assess=12.3 | resp_rate=0.46 | mult=1.083,46.65322303771972,74.11729845565796,102
CAND_0093193,109,0.78478,78.478,35.0,23.1481,9.6,8.045,2.6849,1.15,Senior Machine Learning Engineer | 7.9 yrs exp | 2 AI role(s) in career | assess=9.6 | resp_rate=0.61 | mult=1.150,48.94657135009765,74.04828570251465,103
CAND_0024990,96,0.790505,79.0505,35.0,23.1481,11.52,7.0305,2.3518,1.15,Junior ML Engineer | 5.2 yrs exp | 2 AI role(s) in career | assess=11.5 | resp_rate=0.83 | mult=1.150,45.60884833335876,74.03425225000382,104
CAND_0017590,71,0.805661,81.6453,35.0,21.8438,9.45,7.87,7.4814,1.1348,AI Research Engineer | 5.1 yrs exp | 2 AI role(s) in career | assess=9.4 | resp_rate=0.56 | mult=1.135,35.8774721622467,73.862805824337,105
CAND_0080315,97,0.79046,84.0464,35.0,23.1481,11.4343,8.1873,6.2767,1.0816,AI Research Engineer | 4.1 yrs exp | 2 AI role(s) in career | assess=11.4 | resp_rate=0.29 | mult=1.082,43.32679510116577,73.68811926517486,106
CAND_0044883,145,0.763374,76.3374,35.0,25.0,0.0,9.2753,7.0621,1.15,AI Engineer | 6.3 yrs exp | 4 AI role(s) in career | assess=0.0 | resp_rate=0.84 | mult=1.150,58.28826427459717,73.63002964118957,107
CAND_0089546,125,0.774264,80.8942,35.0,23.1481,10.11,9.2792,3.3569,1.1007,Machine Learning Engineer | 4.8 yrs exp | 2 AI role(s) in career | assess=10.1 | resp_rate=0.64 | mult=1.101,51.76786780357361,73.57762017053604,108
CAND_0061339,149,0.761173,76.1173,35.0,22.6505,0.0,8.4555,10.0113,1.15,Search Engineer | 4.2 yrs exp | 3 AI role(s) in career | assess=0.0 | resp_rate=0.90 | mult=1.150,58.829039335250854,73.52406090028762,109
CAND_0030953,138,0.768158,79.8148,35.0,25.0,0.0,8.2453,11.5695,1.1068,Search Engineer | 7.8 yrs exp | 5 AI role(s) in career | assess=0.0 | resp_rate=0.63 | mult=1.107,54.65807914733887,73.49214187210083,110
