candidate_id,title,semantic_similarity
CAND_0008628,AI Specialist,0.47378605604171753
CAND_0015643,AI Research Engineer,0.4724438488483429
CAND_0013393,ML Engineer,0.4722045660018921
CAND_0040092,Senior Software Engineer (ML),0.47204533219337463
CAND_0033839,AI Specialist,0.4719378650188446
CAND_0015132,AI Specialist,0.4717695116996765
CAND_0065396,AI Specialist,0.4713997542858124
CAND_0060303,AI Research Engineer,0.4712037146091461
CAND_0051630,Machine Learning Engineer,0.47108665108680725
CAND_0016163,Applied ML Engineer,0.47101029753685
CAND_0050765,AI Specialist,0.47060728073120117
CAND_0088378,AI Research Engineer,0.4705609977245331
CAND_0080766,Staff Machine Learning Engineer,0.47052568197250366
CAND_0001218,AI Specialist,0.4701407849788666
CAND_0082489,ML Engineer,0.46931523084640503
CAND_0032515,Machine Learning Engineer,0.468916654586792
CAND_0000705,AI Research Engineer,0.4688666760921478
CAND_0081053,NLP Engineer,0.46874096989631653
CAND_0052030,Senior Software Engineer (ML),0.4683993458747864
CAND_0057166,ML Engineer,0.46816396713256836
CAND_0086062,ML Engineer,0.4678261876106262
CAND_0052706,AI Research Engineer,0.46776264905929565
CAND_0018961,AI Specialist,0.4677104651927948
CAND_0040887,Machine Learning Engineer,0.46764862537384033
CAND_0008425,Senior NLP Engineer,0.4676475524902344
CAND_0092255,ML Engineer,0.46758830547332764
CAND_0058146,AI Research Engineer,0.46746203303337097
CAND_0054123,Applied ML Engineer,0.4673802852630615
CAND_0087630,AI Engineer,0.467072069644928
CAND_0051486,AI Specialist,0.46668946743011475
CAND_0011707,Data Scientist,0.4666847288608551
CAND_0067643,AI Research Engineer,0.4666086435317993
CAND_0012632,AI Specialist,0.46660494804382324
CAND_0075138,AI Research Engineer,0.46653223037719727
CAND_0092706,AI Research Engineer,0.4663429856300354
CAND_0059504,Junior ML Engineer,0.46628037095069885
CAND_0041625,AI Research Engineer,0.46609798073768616
CAND_0098846,AI Engineer,0.46604782342910767
CAND_0061257,Staff Machine Learning Engineer,0.46576112508773804
CAND_0036973,AI Research Engineer,0.46573010087013245
CAND_0047492,ML Engineer,0.4654017388820648
CAND_0068040,AI Specialist,0.4652363657951355
CAND_0052027,AI Research Engineer,0.46476441621780396
CAND_0002120,ML Engineer,0.46472814679145813
CAND_0050297,Junior ML Engineer,0.4645993113517761
CAND_0061177,ML Engineer,0.46420562267303467
CAND_0018925,AI Research Engineer,0.46419042348861694
CAND_0010685,NLP Engineer,0.4641028642654419
CAND_0038821,AI Specialist,0.4640687108039856
CAND_0034849,AI Research Engineer,0.4640440344810486
CAND_0067403,Junior ML Engineer,0.4638345241546631
CAND_0087316,AI Research Engineer,0.46362972259521484
CAND_0022023,AI Research Engineer,0.4636204242706299
CAND_0008456,Data Scientist,0.46332427859306335
CAND_0043676,Senior Software Engineer (ML),0.46303388476371765
CAND_0035764,Senior Software Engineer (ML),0.46271055936813354
CAND_0010541,AI Research Engineer,0.462594598531723
CAND_0011923,AI Research Engineer,0.4625585675239563
CAND_0028908,Junior ML Engineer,0.46250230073928833
CAND_0022870,AI Specialist,0.46205687522888184
CAND_0076995,AI Research Engineer,0.4620514512062073
CAND_0024147,ML Engineer,0.4619467556476593
CAND_0070333,AI Research Engineer,0.4618580639362335
CAND_0086028,AI Research Engineer,0.4612109065055847
CAND_0047542,Senior Software Engineer (ML),0.4610253870487213
CAND_0025504,Junior ML Engineer,0.4609919786453247
CAND_0069220,ML Engineer,0.46093738079071045
CAND_0092596,AI Specialist,0.46084722876548767
CAND_0075574,Machine Learning Engineer,0.4602934420108795
CAND_0090155,ML Engineer,0.4602511525154114
CAND_0036121,ML Engineer,0.4602295458316803
CAND_0075981,Junior ML Engineer,0.46017882227897644
CAND_0029336,ML Engineer,0.460165411233902
CAND_0065052,AI Specialist,0.45991361141204834
CAND_0056058,Junior ML Engineer,0.45985719561576843
CAND_0064664,ML Engineer,0.4596822261810303
CAND_0084391,AI Research Engineer,0.4594241678714752
CAND_0054100,Junior ML Engineer,0.4593993127346039
CAND_0021491,AI Research Engineer,0.4593910574913025
CAND_0014063,AI Specialist,0.45911169052124023
CAND_0095868,Junior ML Engineer,0.4590781331062317
CAND_0046793,ML Engineer,0.45905762910842896
CAND_0032216,ML Engineer,0.4589819312095642
CAND_0094165,AI Research Engineer,0.4589407444000244
CAND_0012837,Junior ML Engineer,0.45873236656188965
CAND_0026549,AI Specialist,0.45872926712036133
CAND_0088602,AI Specialist,0.45868825912475586
CAND_0098952,AI Research Engineer,0.4584307372570038
CAND_0005311,AI Research Engineer,0.4584012031555176
CAND_0031752,ML Engineer,0.45823806524276733
CAND_0083637,ML Engineer,0.4580055773258209
CAND_0027801,NLP Engineer,0.45772606134414673
CAND_0041614,AI Specialist,0.45751065015792847
CAND_0073139,ML Engineer,0.45732581615448
CAND_0017147,AI Specialist,0.45728737115859985
CAND_0075504,Junior ML Engineer,0.45721137523651123
CAND_0059240,Junior ML Engineer,0.45715171098709106
CAND_0049771,AI Research Engineer,0.4566934406757355
CAND_0093185,AI Research Engineer,0.4566919505596161
CAND_0027723,ML Engineer,0.4566494822502136
CAND_0013122,AI Specialist,0.45655694603919983
CAND_0054318,AI Research Engineer,0.45644158124923706
CAND_0030780,AI Specialist,0.4563063383102417
CAND_0007411,Senior Machine Learning Engineer,0.4563055634498596
CAND_0097472,Junior ML Engineer,0.4562015235424042
CAND_0071205,Senior Software Engineer (ML),0.45615220069885254
CAND_0024990,Junior ML Engineer,0.45608848333358765
CAND_0023541,AI Specialist,0.45585906505584717
CAND_0016801,ML Engineer,0.4556085765361786
CAND_0080102,Junior ML Engineer,0.45555591583251953
CAND_0026913,AI Specialist,0.4552333354949951
CAND_0070808,Junior ML Engineer,0.455154150724411
CAND_0024203,Junior ML Engineer,0.45494410395622253
CAND_0021410,Junior ML Engineer,0.45479851961135864
CAND_0007052,ML Engineer,0.45477592945098877
CAND_0011327,AI Research Engineer,0.4544197916984558
CAND_0018888,AI Research Engineer,0.4542044997215271
CAND_0065450,ML Engineer,0.45420387387275696
CAND_0074325,AI Research Engineer,0.4539797008037567
CAND_0097896,AI Research Engineer,0.4538148045539856
CAND_0013665,Senior Software Engineer (ML),0.4533810019493103
CAND_0025971,Junior ML Engineer,0.45331525802612305
CAND_0001131,ML Engineer,0.45325329899787903
CAND_0052431,ML Engineer,0.4531589448451996
CAND_0033650,Junior ML Engineer,0.4530932903289795
CAND_0070225,ML Engineer,0.453081339597702
CAND_0096142,Applied ML Engineer,0.45291125774383545
CAND_0033987,ML Engineer,0.45283567905426025
CAND_0072195,Junior ML Engineer,0.45270422101020813
CAND_0009236,AI Specialist,0.45240098237991333
CAND_0042056,AI Research Engineer,0.4523419439792633
CAND_0093540,ML Engineer,0.4523025453090668
CAND_0005704,ML Engineer,0.4522874355316162
CAND_0022274,AI Research Engineer,0.45226532220840454
CAND_0073883,AI Specialist,0.4521092176437378
CAND_0089498,AI Specialist,0.4516642987728119
CAND_0019288,AI Research Engineer,0.451626718044281
CAND_0015967,Senior Software Engineer (ML),0.4510042071342468
CAND_0095619,NLP Engineer,0.4509661793708801
CAND_0048509,AI Research Engineer,0.45090436935424805
CAND_0093401,AI Specialist,0.4507036507129669
CAND_0099581,AI Specialist,0.4504200220108032
CAND_0025046,AI Specialist,0.4502800405025482
CAND_0001126,Junior ML Engineer,0.45007002353668213
CAND_0030468,Senior Applied Scientist,0.44981518387794495
CAND_0089947,Junior ML Engineer,0.4497220814228058
CAND_0032807,Machine Learning Engineer,0.4496147632598877
CAND_0041348,AI Research Engineer,0.4495328664779663
CAND_0028527,AI Specialist,0.4495055079460144
CAND_0042441,AI Research Engineer,0.448885440826416
CAND_0048166,ML Engineer,0.4486781656742096
CAND_0058412,Senior Software Engineer (ML),0.4485987424850464
CAND_0089197,AI Specialist,0.44857171177864075
CAND_0010000,AI Research Engineer,0.44847768545150757
CAND_0009837,Senior Data Scientist,0.4483233690261841
CAND_0008517,AI Research Engineer,0.4482647180557251
CAND_0075409,Junior ML Engineer,0.44815394282341003
CAND_0074339,ML Engineer,0.44776636362075806
CAND_0092568,AI Specialist,0.4476209878921509
CAND_0076163,NLP Engineer,0.4473060667514801
CAND_0068012,Junior ML Engineer,0.4471709132194519
CAND_0052561,Mechanical Engineer,0.4471285343170166
CAND_0093883,AI Research Engineer,0.44706448912620544
CAND_0043860,Junior ML Engineer,0.44703227281570435
CAND_0097860,Junior ML Engineer,0.4469822347164154
CAND_0099965,Junior ML Engineer,0.4469727575778961
CAND_0020845,AI Research Engineer,0.44661787152290344
CAND_0080291,Junior ML Engineer,0.4464458227157593
CAND_0084161,Senior Software Engineer (ML),0.4463764429092407
CAND_0055673,Data Scientist,0.4459526538848877
CAND_0020991,Junior ML Engineer,0.4458274841308594
CAND_0022720,AI Research Engineer,0.4456973373889923
CAND_0054256,Mechanical Engineer,0.44568729400634766
CAND_0048265,AI Research Engineer,0.44564640522003174
CAND_0015478,ML Engineer,0.44562679529190063
CAND_0060538,ML Engineer,0.44534650444984436
CAND_0091899,Senior Software Engineer (ML),0.4450360834598541
CAND_0078042,Applied ML Engineer,0.4450187385082245
CAND_0081086,AI Specialist,0.4448449909687042
CAND_0029367,Senior Data Scientist,0.4447154998779297
CAND_0068596,AI Research Engineer,0.4447019696235657
CAND_0061819,Junior ML Engineer,0.4446006715297699
CAND_0033179,AI Research Engineer,0.4441317915916443
CAND_0028225,Mechanical Engineer,0.44408756494522095
CAND_0046020,ML Engineer,0.4440053403377533
CAND_0010655,ML Engineer,0.4438660144805908
CAND_0069426,Mechanical Engineer,0.44379475712776184
CAND_0001494,Data Scientist,0.443170964717865
CAND_0080465,ML Engineer,0.44305992126464844
CAND_0073556,AI Research Engineer,0.4428651034832001
CAND_0088526,Senior Software Engineer (ML),0.4422609210014343
CAND_0030280,Mechanical Engineer,0.44182509183883667
CAND_0043637,Junior ML Engineer,0.4417780339717865
CAND_0015057,ML Engineer,0.44168907403945923
CAND_0060315,Senior Software Engineer (ML),0.44157183170318604
CAND_0074648,AI Research Engineer,0.44134441018104553
CAND_0049340,Junior ML Engineer,0.44124266505241394
CAND_0085267,Data Scientist,0.44113123416900635
CAND_0031306,Junior ML Engineer,0.4410882890224457
CAND_0095184,AI Research Engineer,0.44076400995254517
CAND_0082618,Data Scientist,0.44053512811660767
CAND_0034767,ML Engineer,0.44014403223991394
CAND_0096104,AI Specialist,0.44011324644088745
CAND_0000200,ML Engineer,0.4399203062057495
CAND_0072410,ML Engineer,0.43989670276641846
CAND_0000981,ML Engineer,0.43982994556427
CAND_0012840,Junior ML Engineer,0.4397357702255249
CAND_0038368,ML Engineer,0.439596951007843
CAND_0032527,Junior ML Engineer,0.43958520889282227
CAND_0029439,AI Specialist,0.43933045864105225
CAND_0049615,ML Engineer,0.4392404854297638
CAND_0016267,AI Specialist,0.43920430541038513
CAND_0099751,Junior ML Engineer,0.439037948846817
CAND_0095947,Civil Engineer,0.4388245642185211
CAND_0043125,Senior Software Engineer (ML),0.4386652708053589
CAND_0004848,Junior ML Engineer,0.4385722279548645
CAND_0080810,Mechanical Engineer,0.438407838344574
CAND_0016657,AI Research Engineer,0.43840450048446655
CAND_0065991,Data Scientist,0.4381026029586792
CAND_0005303,Junior ML Engineer,0.438018798828125
CAND_0069771,Junior ML Engineer,0.43801382184028625
CAND_0076035,AI Specialist,0.43784040212631226
CAND_0043318,Data Scientist,0.43779104948043823
CAND_0079830,Junior ML Engineer,0.43733590841293335
CAND_0039308,AI Research Engineer,0.4373105764389038
CAND_0043829,AI Research Engineer,0.4373052716255188
CAND_0024947,AI Research Engineer,0.43729549646377563
CAND_0006209,AI Specialist,0.43709176778793335
CAND_0073832,Junior ML Engineer,0.4370158910751343
CAND_0068932,ML Engineer,0.4369557499885559
CAND_0070653,AI Specialist,0.4368850886821747
CAND_0045027,Senior Software Engineer (ML),0.43685242533683777
CAND_0073007,AI Specialist,0.4367849826812744
CAND_0061102,Civil Engineer,0.43662407994270325
CAND_0052360,ML Engineer,0.43652188777923584
CAND_0070544,AI Research Engineer,0.4364001750946045
CAND_0047385,ML Engineer,0.4361685514450073
CAND_0027933,Mechanical Engineer,0.43614786863327026
CAND_0019845,AI Specialist,0.43612879514694214
CAND_0041531,Mechanical Engineer,0.4358891248703003
CAND_0010603,ML Engineer,0.43586012721061707
CAND_0020877,Applied ML Engineer,0.4358312487602234
CAND_0024170,Junior ML Engineer,0.4355214834213257
CAND_0001819,ML Engineer,0.4354369044303894
CAND_0071913,Data Scientist,0.43536415696144104
CAND_0052744,Senior Software Engineer (ML),0.4353488087654114
CAND_0019880,AI Specialist,0.4352947771549225
CAND_0090300,AI Research Engineer,0.435291051864624
CAND_0086292,AI Specialist,0.4352112412452698
CAND_0063155,AI Specialist,0.43487706780433655
CAND_0022232,Senior Software Engineer (ML),0.43470263481140137
CAND_0061156,Senior Software Engineer (ML),0.4346810579299927
CAND_0087702,AI Research Engineer,0.4346606135368347
CAND_0052712,AI Research Engineer,0.4344838559627533
CAND_0046924,Computer Vision Engineer,0.434479296207428
CAND_0034169,AI Research Engineer,0.4344480037689209
CAND_0011377,Mechanical Engineer,0.4343597888946533
CAND_0091254,AI Research Engineer,0.43435922265052795
CAND_0024630,AI Research Engineer,0.434291809797287
CAND_0066884,AI Specialist,0.4342065155506134
CAND_0064130,AI Research Engineer,0.4340885579586029
CAND_0081709,AI Research Engineer,0.434050977230072
CAND_0082016,Mechanical Engineer,0.43401625752449036
CAND_0042359,Data Scientist,0.4340019226074219
CAND_0032089,ML Engineer,0.433768630027771
CAND_0004402,AI Research Engineer,0.43359947204589844
CAND_0077261,AI Specialist,0.43356531858444214
CAND_0014715,AI Specialist,0.4335322678089142
CAND_0085335,ML Engineer,0.4334776699542999
CAND_0018604,Junior ML Engineer,0.43343585729599
CAND_0029449,ML Engineer,0.4333617389202118
CAND_0052682,NLP Engineer,0.43329915404319763
CAND_0023951,Mechanical Engineer,0.4332698583602905
CAND_0080315,AI Research Engineer,0.4332679510116577
CAND_0051003,Senior Software Engineer (ML),0.4332160949707031
CAND_0002426,Data Scientist,0.4331939220428467
CAND_0087300,Mechanical Engineer,0.4331422448158264
CAND_0094445,AI Specialist,0.43313607573509216
CAND_0069386,ML Engineer,0.4330998659133911
CAND_0077881,Junior ML Engineer,0.4330790042877197
CAND_0078785,AI Research Engineer,0.43299931287765503
CAND_0071432,Data Scientist,0.43299853801727295
CAND_0008202,Senior Software Engineer (ML),0.4329632520675659
CAND_0032425,Mechanical Engineer,0.4326341450214386
CAND_0063344,Mechanical Engineer,0.4325820803642273
CAND_0091229,Senior Software Engineer (ML),0.43258070945739746
CAND_0031232,Mechanical Engineer,0.43253767490386963
CAND_0016851,Mechanical Engineer,0.43241336941719055
CAND_0070525,Senior Software Engineer (ML),0.4323815703392029
CAND_0070524,Junior ML Engineer,0.4323647618293762
CAND_0084902,HR Manager,0.4322269856929779
CAND_0027511,Mechanical Engineer,0.4321572482585907
CAND_0080366,Mechanical Engineer,0.4319614768028259
CAND_0051936,AI Research Engineer,0.4319427013397217
CAND_0036604,ML Engineer,0.431816428899765
CAND_0042690,Senior Software Engineer (ML),0.43173709511756897
CAND_0065331,Mechanical Engineer,0.4316772520542145
CAND_0052335,Applied ML Engineer,0.4316672682762146
CAND_0077067,AI Specialist,0.43166089057922363
CAND_0068393,Junior ML Engineer,0.43157970905303955
CAND_0009200,AI Specialist,0.4314931333065033
CAND_0079888,Junior ML Engineer,0.43130964040756226
CAND_0095213,ML Engineer,0.43122681975364685
CAND_0024477,Mechanical Engineer,0.43122532963752747
CAND_0096131,AI Specialist,0.4310368597507477
CAND_0016170,AI Research Engineer,0.43092530965805054
CAND_0075760,Mechanical Engineer,0.4307032823562622
CAND_0095049,Mechanical Engineer,0.4306795001029968
CAND_0073781,ML Engineer,0.43062740564346313
CAND_0081901,Mechanical Engineer,0.4306243658065796
CAND_0053472,Senior Software Engineer (ML),0.43059611320495605
CAND_0080344,Senior Software Engineer (ML),0.43055206537246704
CAND_0046278,Senior Software Engineer (ML),0.43054813146591187
CAND_0013988,Junior ML Engineer,0.43031764030456543
CAND_0046095,ML Engineer,0.43024489283561707
CAND_0024492,Mechanical Engineer,0.43023404479026794
CAND_0015367,Civil Engineer,0.43021297454833984
CAND_0030382,Mechanical Engineer,0.43019920587539673
CAND_0096823,Data Scientist,0.43013423681259155
CAND_0086000,Mechanical Engineer,0.43012070655822754
CAND_0052310,Mechanical Engineer,0.4299963712692261
CAND_0072547,Senior Software Engineer (ML),0.4299774765968323
CAND_0007008,Senior Software Engineer (ML),0.4296720027923584
CAND_0070398,Machine Learning Engineer,0.4295806586742401
CAND_0059347,Civil Engineer,0.4295521378517151
CAND_0006821,Senior Software Engineer (ML),0.4294806122779846
CAND_0090093,Data Scientist,0.42945340275764465
CAND_0075034,Mechanical Engineer,0.42927107214927673
CAND_0097594,Mechanical Engineer,0.42922770977020264
CAND_0049166,Mechanical Engineer,0.4292164146900177
CAND_0082099,Mechanical Engineer,0.42917338013648987
CAND_0006435,Mechanical Engineer,0.4288899600505829
CAND_0007412,Applied ML Engineer,0.4285441040992737
CAND_0043304,Junior ML Engineer,0.4285167157649994
CAND_0071639,Mechanical Engineer,0.4284743070602417
CAND_0015078,Junior ML Engineer,0.42846202850341797
CAND_0013314,Computer Vision Engineer,0.4283931255340576
CAND_0009810,Mechanical Engineer,0.428375244140625
CAND_0030521,Mechanical Engineer,0.4283319115638733
CAND_0058882,Computer Vision Engineer,0.4282177686691284
CAND_0024549,AI Specialist,0.42819899320602417
CAND_0026988,Mechanical Engineer,0.4281867742538452
CAND_0003322,Mechanical Engineer,0.4281652569770813
CAND_0050435,Mechanical Engineer,0.4281483590602875
CAND_0001610,Machine Learning Engineer,0.4280521869659424
